id_pedido,fecha_hora,zona_destino,distancia_km,valor_pedido,clima,dia_semana,prioridad
3288,2024-04-04 23:25:24,Once,1.47,16100,normal,jueves,normal
3289,2024-04-04 23:46:29,Palermo,2.05,12400,normal,jueves,normal
3290,2024-04-05 00:08:42,Caballito,2.18,22100,normal,viernes,normal
3291,2024-04-05 00:27:56,Villa Ortuzar,1.68,21900,normal,viernes,normal
3292,2024-04-05 00:30:00,Villa Crespo,0.74,22100,normal,viernes,express
3293,2024-04-05 01:04:17,Palermo,2.06,18800,normal,viernes,normal
3294,2024-04-05 01:05:32,Villa Crespo,0.68,15700,normal,viernes,normal
3295,2024-04-05 01:08:45,Paternal,1.4,11100,normal,viernes,normal
3296,2024-04-05 01:15:38,Caballito,2.46,19200,normal,viernes,normal
3297,2024-04-05 01:17:57,Villa Crespo,0.53,9600,normal,viernes,normal
3298,2024-04-05 01:20:36,Palermo,1.96,13500,normal,viernes,normal
3299,2024-04-05 01:29:55,Almagro,0.3,24500,normal,viernes,normal
3300,2024-04-05 01:33:47,Chacarita,1.37,16000,normal,viernes,normal
3301,2024-04-05 01:37:36,Villa Ortuzar,1.29,20600,normal,viernes,normal
3302,2024-04-05 01:46:31,Parque Centenario,2.11,12200,normal,viernes,normal
3303,2024-04-05 01:47:32,Palermo,1.95,16300,normal,viernes,normal
3304,2024-04-05 01:48:04,Chacarita,0.9,11800,normal,viernes,normal
3305,2024-04-05 06:09:54,Chacarita,1.61,13200,normal,viernes,normal
3306,2024-04-05 09:51:16,Almagro,0.86,13300,normal,viernes,normal
3307,2024-04-05 09:51:41,Villa Ortuzar,1.33,12900,normal,viernes,normal
3308,2024-04-05 10:06:34,Almagro,0.58,18700,normal,viernes,normal
3309,2024-04-05 10:12:01,Almagro,0.54,22700,normal,viernes,normal
3310,2024-04-05 10:29:09,Once,1.5,11900,normal,viernes,normal
3311,2024-04-05 10:57:36,Once,1.7,12900,normal,viernes,normal
3312,2024-04-05 11:01:43,Villa Crespo,0.64,24100,normal,viernes,normal
3313,2024-04-05 11:30:01,Caballito,2.09,27700,normal,viernes,normal
3314,2024-04-05 11:43:45,Colegiales,1.87,26800,normal,viernes,normal
3315,2024-04-05 11:48:58,Almagro,0.42,15100,normal,viernes,normal
3316,2024-04-05 11:51:05,Villa Ortuzar,1.05,24300,normal,viernes,normal
3317,2024-04-05 11:53:58,Paternal,1.1,20800,normal,viernes,normal
3318,2024-04-05 12:09:47,Almagro,0.78,10100,normal,viernes,normal
3319,2024-04-05 12:13:51,Palermo,2.42,19800,normal,viernes,normal
3320,2024-04-05 12:20:34,Parque Centenario,1.2,12900,normal,viernes,normal
3321,2024-04-05 12:34:29,Caballito,2.54,15400,normal,viernes,normal
3322,2024-04-05 12:49:35,Almagro,0.63,18800,normal,viernes,normal
3323,2024-04-05 12:56:49,Once,1.05,22100,normal,viernes,normal
3324,2024-04-05 13:06:08,Villa Crespo,0.75,14400,normal,viernes,normal
3325,2024-04-05 13:34:22,Villa Crespo,0.78,10100,normal,viernes,normal
3326,2024-04-05 13:43:26,Palermo,2.43,21800,normal,viernes,normal
3327,2024-04-05 13:44:23,Chacarita,1.18,9100,normal,viernes,normal
3328,2024-04-05 13:50:04,Villa Crespo,0.3,15900,normal,viernes,normal
3329,2024-04-05 13:51:13,Chacarita,1.31,14500,normal,viernes,normal
3330,2024-04-05 13:58:41,Caballito,2.02,13600,normal,viernes,normal
3331,2024-04-05 14:02:41,Palermo,1.86,20600,normal,viernes,express
3332,2024-04-05 14:06:51,Palermo,2.55,13700,normal,viernes,normal
3333,2024-04-05 14:16:07,Caballito,2.23,8900,normal,viernes,normal
3334,2024-04-05 14:18:20,Paternal,1.11,9000,normal,viernes,normal
3335,2024-04-05 14:23:12,Once,1.71,7100,normal,viernes,express
3336,2024-04-05 14:41:41,Almagro,0.3,12000,normal,viernes,normal
3337,2024-04-05 15:03:01,Almagro,0.75,13500,normal,viernes,normal
3338,2024-04-05 15:11:43,Once,1.27,25700,normal,viernes,normal
3339,2024-04-05 15:21:02,Villa Crespo,0.47,9700,normal,viernes,normal
3340,2024-04-05 15:32:32,Parque Centenario,1.8,26400,normal,viernes,express
3341,2024-04-05 15:34:22,Villa Crespo,0.3,14000,normal,viernes,normal
3342,2024-04-05 15:48:58,Caballito,2.1,15500,normal,viernes,normal
3343,2024-04-05 16:18:15,Palermo,2.3,23100,normal,viernes,normal
3344,2024-04-05 16:57:02,Chacarita,1.5,8500,normal,viernes,normal
3345,2024-04-05 16:59:36,Chacarita,1.13,11100,normal,viernes,normal
3346,2024-04-05 18:48:26,Once,1.5,14700,normal,viernes,normal
3347,2024-04-05 18:51:41,Paternal,1.26,18800,normal,viernes,normal
3348,2024-04-05 18:52:15,Colegiales,1.55,22100,normal,viernes,normal
3349,2024-04-05 19:12:21,Colegiales,1.53,22300,normal,viernes,normal
3350,2024-04-05 19:23:24,Paternal,1.6,29900,normal,viernes,express
3351,2024-04-05 19:24:10,Palermo,2.02,18600,normal,viernes,normal
3352,2024-04-05 19:31:12,Palermo,2.24,25600,normal,viernes,normal
3353,2024-04-05 19:39:21,Parque Centenario,1.8,12900,normal,viernes,normal
3354,2024-04-05 19:40:34,Almagro,0.88,18900,normal,viernes,normal
3355,2024-04-05 19:45:49,Once,1.21,10300,normal,viernes,normal
3356,2024-04-05 19:49:47,Colegiales,2.0,16100,normal,viernes,express
3357,2024-04-05 19:49:55,Villa Ortuzar,1.44,10700,normal,viernes,express
3358,2024-04-05 19:50:34,Villa Crespo,0.3,24600,normal,viernes,normal
3359,2024-04-05 19:56:32,Palermo,2.62,14100,normal,viernes,normal
3360,2024-04-05 20:08:31,Once,0.96,18600,normal,viernes,normal
3361,2024-04-05 20:09:33,Chacarita,1.36,16300,normal,viernes,normal
3362,2024-04-05 20:09:43,Palermo,2.51,9600,normal,viernes,normal
3363,2024-04-05 20:11:39,Parque Centenario,1.89,20200,normal,viernes,normal
3364,2024-04-05 20:12:47,Palermo,1.81,21400,normal,viernes,normal
3365,2024-04-05 20:30:36,Caballito,1.8,19200,normal,viernes,normal
3366,2024-04-05 20:36:33,Chacarita,1.2,17200,normal,viernes,normal
3367,2024-04-05 20:37:19,Once,1.36,27100,normal,viernes,normal
3368,2024-04-05 20:48:20,Once,1.33,14000,normal,viernes,normal
3369,2024-04-05 21:00:56,Villa Crespo,0.46,16700,normal,viernes,express
3370,2024-04-05 21:01:58,Colegiales,1.06,18400,normal,viernes,normal
3371,2024-04-05 21:02:50,Almagro,1.18,18900,normal,viernes,normal
3372,2024-04-05 21:04:54,Almagro,0.56,29600,normal,viernes,normal
3373,2024-04-05 21:06:39,Once,1.68,27600,normal,viernes,normal
3374,2024-04-05 21:11:27,Once,1.53,22600,normal,viernes,normal
3375,2024-04-05 21:19:52,Chacarita,1.1,12100,normal,viernes,normal
3376,2024-04-05 21:25:42,Caballito,1.94,23300,normal,viernes,normal
3377,2024-04-05 21:31:42,Almagro,0.3,16500,normal,viernes,normal
3378,2024-04-05 21:32:00,Paternal,1.03,25200,normal,viernes,normal
3379,2024-04-05 21:33:36,Once,1.4,8900,normal,viernes,normal
3380,2024-04-05 21:48:17,Caballito,1.87,19300,normal,viernes,normal
3381,2024-04-05 21:52:30,Colegiales,2.11,18400,normal,viernes,normal
3382,2024-04-05 21:57:02,Colegiales,1.83,17900,normal,viernes,normal
3383,2024-04-05 22:06:04,Chacarita,1.15,18700,normal,viernes,normal
3384,2024-04-05 22:12:36,Palermo,2.66,19500,normal,viernes,normal
3385,2024-04-05 22:14:51,Palermo,1.8,9500,normal,viernes,normal
3386,2024-04-05 22:25:40,Chacarita,1.0,20600,normal,viernes,normal
3387,2024-04-05 22:30:27,Almagro,0.89,21200,normal,viernes,normal
3388,2024-04-05 22:30:34,Colegiales,1.84,22500,normal,viernes,express
3389,2024-04-05 22:31:53,Once,0.95,13900,normal,viernes,normal
3390,2024-04-05 22:33:39,Caballito,2.09,21600,normal,viernes,normal
3391,2024-04-05 22:36:23,Colegiales,1.96,20400,normal,viernes,normal
3392,2024-04-05 22:41:21,Once,1.67,24500,normal,viernes,normal
3393,2024-04-05 22:44:06,Villa Crespo,0.3,19000,normal,viernes,normal
3394,2024-04-05 22:44:29,Caballito,1.81,7300,normal,viernes,normal
3395,2024-04-05 22:56:02,Almagro,0.74,13100,normal,viernes,normal
3396,2024-04-05 23:05:19,Villa Crespo,0.3,7000,normal,viernes,normal
3397,2024-04-05 23:10:06,Once,1.29,20400,normal,viernes,normal
3398,2024-04-05 23:21:14,Colegiales,2.11,8900,normal,viernes,normal
3399,2024-04-05 23:23:21,Almagro,0.95,18100,normal,viernes,normal
3400,2024-04-05 23:51:33,Almagro,0.32,14900,normal,viernes,normal
3401,2024-04-06 00:06:21,Almagro,0.99,16700,normal,sabado,express
3402,2024-04-06 00:07:48,Villa Crespo,0.82,18500,normal,sabado,normal
3403,2024-04-06 00:08:56,Parque Centenario,1.41,22800,normal,sabado,normal
3404,2024-04-06 00:10:18,Villa Crespo,0.72,16300,normal,sabado,normal
3405,2024-04-06 00:12:16,Once,1.55,21200,normal,sabado,normal
3406,2024-04-06 00:16:18,Villa Crespo,0.38,22400,normal,sabado,normal
3407,2024-04-06 00:22:47,Almagro,0.58,9400,normal,sabado,normal
3408,2024-04-06 00:24:51,Villa Crespo,0.3,11400,normal,sabado,normal
3409,2024-04-06 00:31:24,Villa Crespo,0.3,10700,normal,sabado,normal
3410,2024-04-06 00:43:45,Almagro,0.41,20200,normal,sabado,normal
3411,2024-04-06 00:51:01,Once,1.77,19700,normal,sabado,normal
3412,2024-04-06 01:01:46,Once,1.52,7000,normal,sabado,normal
3413,2024-04-06 01:04:03,Paternal,1.23,13300,normal,sabado,normal
3414,2024-04-06 01:13:13,Palermo,2.19,14800,normal,sabado,express
3415,2024-04-06 01:13:41,Villa Crespo,0.34,21700,normal,sabado,normal
3416,2024-04-06 01:25:04,Chacarita,1.41,8500,normal,sabado,normal
3417,2024-04-06 01:29:00,Colegiales,1.21,21600,normal,sabado,normal
3418,2024-04-06 01:45:33,Colegiales,1.54,28900,normal,sabado,normal
3419,2024-04-06 01:53:15,Chacarita,1.02,12000,normal,sabado,normal
3420,2024-04-06 08:24:25,Villa Crespo,0.5,18300,normal,sabado,express
3421,2024-04-06 08:26:11,Once,1.64,21900,normal,sabado,normal
3422,2024-04-06 09:29:16,Colegiales,1.5,24900,normal,sabado,normal
3423,2024-04-06 09:48:25,Villa Crespo,0.55,15500,normal,sabado,normal
3424,2024-04-06 10:03:22,Palermo,1.96,21900,normal,sabado,normal
3425,2024-04-06 10:09:52,Almagro,0.67,18200,normal,sabado,normal
3426,2024-04-06 10:40:55,Almagro,0.79,18600,normal,sabado,normal
3427,2024-04-06 10:46:30,Villa Crespo,0.33,7000,normal,sabado,normal
3428,2024-04-06 11:02:25,Villa Ortuzar,2.01,19500,normal,sabado,normal
3429,2024-04-06 11:05:05,Villa Crespo,0.3,15000,normal,sabado,normal
3430,2024-04-06 11:24:40,Colegiales,2.06,7400,normal,sabado,normal
3431,2024-04-06 11:35:26,Colegiales,1.95,22300,normal,sabado,normal
3432,2024-04-06 11:36:37,Palermo,2.71,16100,normal,sabado,normal
3433,2024-04-06 11:38:57,Palermo,2.56,21000,normal,sabado,normal
3434,2024-04-06 11:42:00,Paternal,1.31,24500,normal,sabado,express
3435,2024-04-06 11:43:30,Villa Crespo,0.77,12400,normal,sabado,normal
3436,2024-04-06 11:44:05,Almagro,0.8,18500,normal,sabado,normal
3437,2024-04-06 11:47:13,Villa Crespo,0.62,7500,normal,sabado,normal
3438,2024-04-06 11:53:57,Villa Ortuzar,1.79,17600,normal,sabado,normal
3439,2024-04-06 11:56:32,Caballito,2.36,9300,normal,sabado,normal
3440,2024-04-06 12:00:24,Once,1.85,13800,normal,sabado,normal
3441,2024-04-06 12:11:42,Once,1.3,22600,normal,sabado,normal
3442,2024-04-06 12:13:00,Parque Centenario,1.61,12200,normal,sabado,normal
3443,2024-04-06 12:24:31,Palermo,1.71,13100,normal,sabado,normal
3444,2024-04-06 12:24:46,Colegiales,1.86,17400,normal,sabado,express
3445,2024-04-06 12:35:26,Villa Crespo,0.61,11200,normal,sabado,normal
3446,2024-04-06 12:46:15,Almagro,0.83,21200,normal,sabado,express
3447,2024-04-06 12:50:38,Villa Crespo,0.68,20400,normal,sabado,normal
3448,2024-04-06 12:54:30,Caballito,2.12,23100,normal,sabado,normal
3449,2024-04-06 13:07:25,Almagro,1.14,20300,normal,sabado,express
3450,2024-04-06 13:07:51,Almagro,1.33,17600,normal,sabado,normal
3451,2024-04-06 13:08:26,Caballito,2.36,18400,normal,sabado,express
3452,2024-04-06 13:13:37,Villa Crespo,0.43,20500,normal,sabado,normal
3453,2024-04-06 13:13:50,Paternal,1.27,13300,normal,sabado,normal
3454,2024-04-06 13:22:22,Almagro,0.61,18700,normal,sabado,normal
3455,2024-04-06 13:26:12,Colegiales,1.59,13400,normal,sabado,express
3456,2024-04-06 13:36:11,Caballito,1.93,22800,normal,sabado,express
3457,2024-04-06 13:36:39,Chacarita,1.39,17100,normal,sabado,normal
3458,2024-04-06 13:39:08,Palermo,2.34,12000,normal,sabado,normal
3459,2024-04-06 14:17:27,Colegiales,2.07,22500,normal,sabado,normal
3460,2024-04-06 14:19:14,Chacarita,1.5,20900,normal,sabado,normal
3461,2024-04-06 14:25:25,Once,1.26,19100,normal,sabado,normal
3462,2024-04-06 14:26:39,Caballito,2.07,10400,normal,sabado,normal
3463,2024-04-06 14:28:22,Villa Crespo,0.3,17700,normal,sabado,normal
3464,2024-04-06 14:28:28,Almagro,0.47,12400,normal,sabado,normal
3465,2024-04-06 14:34:50,Palermo,2.19,14200,normal,sabado,normal
3466,2024-04-06 14:36:29,Paternal,1.44,7000,normal,sabado,normal
3467,2024-04-06 15:31:04,Parque Centenario,2.06,7500,normal,sabado,normal
3468,2024-04-06 15:46:10,Villa Ortuzar,1.78,13600,normal,sabado,normal
3469,2024-04-06 16:21:13,Villa Ortuzar,1.57,8800,normal,sabado,normal
3470,2024-04-06 16:52:46,Palermo,1.78,23600,normal,sabado,normal
3471,2024-04-06 16:53:39,Villa Crespo,0.56,15700,normal,sabado,normal
3472,2024-04-06 18:26:20,Once,1.51,16000,normal,sabado,normal
3473,2024-04-06 18:51:00,Parque Centenario,1.36,11100,normal,sabado,normal
3474,2024-04-06 19:07:37,Villa Crespo,0.52,19000,normal,sabado,normal
3475,2024-04-06 19:24:32,Palermo,1.63,16500,normal,sabado,normal
3476,2024-04-06 19:27:00,Villa Ortuzar,1.43,18800,normal,sabado,normal
3477,2024-04-06 19:29:50,Villa Ortuzar,1.72,14700,normal,sabado,normal
3478,2024-04-06 19:29:50,Villa Crespo,0.3,19100,normal,sabado,normal
3479,2024-04-06 19:42:08,Palermo,2.8,21500,normal,sabado,express
3480,2024-04-06 19:42:21,Villa Crespo,0.56,8600,normal,sabado,normal
3481,2024-04-06 19:42:52,Palermo,2.42,18900,normal,sabado,normal
3482,2024-04-06 19:44:55,Caballito,2.33,13700,normal,sabado,normal
3483,2024-04-06 19:56:11,Villa Ortuzar,1.38,16900,normal,sabado,normal
3484,2024-04-06 20:03:29,Almagro,0.51,15800,normal,sabado,normal
3485,2024-04-06 20:05:50,Villa Ortuzar,1.34,13300,normal,sabado,normal
3486,2024-04-06 20:08:10,Parque Centenario,1.66,25000,normal,sabado,normal
3487,2024-04-06 20:08:40,Chacarita,0.77,23000,normal,sabado,normal
3488,2024-04-06 20:12:34,Once,1.32,15600,normal,sabado,normal
3489,2024-04-06 20:13:09,Paternal,1.49,10300,normal,sabado,express
3490,2024-04-06 20:22:57,Caballito,2.06,15700,normal,sabado,express
3491,2024-04-06 20:38:22,Palermo,2.26,16700,normal,sabado,normal
3492,2024-04-06 20:53:28,Caballito,2.27,19100,normal,sabado,express
3493,2024-04-06 21:00:37,Once,1.3,23100,normal,sabado,normal
3494,2024-04-06 21:01:14,Villa Ortuzar,1.39,10700,normal,sabado,normal
3495,2024-04-06 21:04:31,Villa Crespo,0.73,16400,normal,sabado,normal
3496,2024-04-06 21:05:19,Parque Centenario,1.29,23300,normal,sabado,normal
3497,2024-04-06 21:09:56,Colegiales,1.78,24800,normal,sabado,normal
3498,2024-04-06 21:10:58,Paternal,0.74,17900,normal,sabado,normal
3499,2024-04-06 21:21:00,Caballito,2.29,24200,normal,sabado,normal
3500,2024-04-06 21:28:46,Palermo,2.23,27800,normal,sabado,express
3501,2024-04-06 21:35:19,Chacarita,1.3,8300,normal,sabado,express
3502,2024-04-06 21:35:45,Villa Ortuzar,1.74,18500,normal,sabado,normal
3503,2024-04-06 21:37:24,Colegiales,1.67,20100,normal,sabado,normal
3504,2024-04-06 21:50:51,Villa Crespo,0.49,21300,normal,sabado,normal
3505,2024-04-06 21:57:57,Villa Ortuzar,1.26,18600,normal,sabado,normal
3506,2024-04-06 22:11:46,Palermo,1.75,17400,normal,sabado,express
3507,2024-04-06 22:14:36,Almagro,0.5,13500,normal,sabado,normal
3508,2024-04-06 22:17:38,Villa Crespo,0.64,11600,normal,sabado,normal
3509,2024-04-06 22:17:41,Colegiales,2.45,22700,normal,sabado,normal
3510,2024-04-06 22:18:28,Villa Ortuzar,1.59,13600,normal,sabado,normal
3511,2024-04-06 22:35:05,Villa Ortuzar,1.5,25400,normal,sabado,normal
3512,2024-04-06 22:36:54,Villa Crespo,0.3,14800,normal,sabado,normal
3513,2024-04-06 22:39:51,Colegiales,2.08,22900,normal,sabado,normal
3514,2024-04-06 22:43:06,Paternal,1.32,29300,normal,sabado,normal
3515,2024-04-06 22:50:18,Almagro,0.78,20600,normal,sabado,normal
3516,2024-04-06 23:00:53,Parque Centenario,1.97,16300,normal,sabado,normal
3517,2024-04-06 23:07:53,Almagro,0.84,12800,normal,sabado,normal
3518,2024-04-06 23:13:58,Palermo,2.13,19600,normal,sabado,normal
3519,2024-04-06 23:17:33,Colegiales,1.12,9000,normal,sabado,normal
3520,2024-04-06 23:24:30,Once,1.52,16600,normal,sabado,express
3521,2024-04-06 23:36:48,Chacarita,1.19,18800,normal,sabado,normal
3522,2024-04-06 23:41:06,Chacarita,1.13,7200,normal,sabado,express
3523,2024-04-06 23:45:23,Villa Crespo,0.3,21200,normal,sabado,normal
3524,2024-04-06 23:52:20,Once,1.21,17500,normal,sabado,express
3525,2024-04-07 00:15:06,Villa Crespo,0.94,17200,normal,domingo,normal
3526,2024-04-07 00:25:05,Caballito,2.65,14700,normal,domingo,normal
3527,2024-04-07 00:28:59,Villa Crespo,0.73,16900,normal,domingo,normal
3528,2024-04-07 00:29:22,Almagro,0.55,22600,normal,domingo,normal
3529,2024-04-07 00:46:18,Palermo,2.12,11900,normal,domingo,normal
3530,2024-04-07 00:52:30,Paternal,1.55,14100,normal,domingo,normal
3531,2024-04-07 00:56:44,Villa Crespo,0.46,12200,normal,domingo,normal
3532,2024-04-07 00:59:49,Caballito,2.18,12600,normal,domingo,normal
3533,2024-04-07 01:07:30,Villa Crespo,0.31,23800,normal,domingo,normal
3534,2024-04-07 01:14:36,Villa Ortuzar,0.83,7000,normal,domingo,normal
3535,2024-04-07 01:20:35,Caballito,1.99,14200,normal,domingo,normal
3536,2024-04-07 01:37:19,Caballito,1.52,24200,normal,domingo,normal
3537,2024-04-07 01:42:02,Caballito,1.76,11400,normal,domingo,normal
3538,2024-04-07 09:26:26,Villa Crespo,0.79,19700,normal,domingo,normal
3539,2024-04-07 10:41:25,Villa Ortuzar,1.3,17500,normal,domingo,express
3540,2024-04-07 10:45:59,Villa Ortuzar,1.47,19000,normal,domingo,normal
3541,2024-04-07 11:29:08,Paternal,1.18,11200,normal,domingo,normal
3542,2024-04-07 11:30:08,Villa Crespo,0.3,9700,normal,domingo,express
3543,2024-04-07 11:30:23,Almagro,0.69,28700,normal,domingo,normal
3544,2024-04-07 11:34:06,Caballito,1.85,13700,normal,domingo,normal
3545,2024-04-07 11:36:47,Once,1.44,23700,normal,domingo,normal
3546,2024-04-07 11:37:07,Caballito,2.38,18400,normal,domingo,normal
3547,2024-04-07 12:00:28,Almagro,0.5,19600,normal,domingo,normal
3548,2024-04-07 12:03:11,Paternal,1.1,18100,normal,domingo,normal
3549,2024-04-07 12:12:43,Parque Centenario,1.24,13000,normal,domingo,normal
3550,2024-04-07 12:15:49,Colegiales,1.81,15700,normal,domingo,normal
3551,2024-04-07 12:27:38,Villa Crespo,0.59,13900,normal,domingo,express
3552,2024-04-07 12:41:03,Colegiales,2.25,22500,normal,domingo,normal
3553,2024-04-07 12:43:12,Chacarita,0.91,14600,normal,domingo,express
3554,2024-04-07 12:44:56,Once,1.09,20800,normal,domingo,normal
3555,2024-04-07 12:53:01,Once,1.3,25000,normal,domingo,express
3556,2024-04-07 13:14:39,Parque Centenario,2.01,13400,normal,domingo,normal
3557,2024-04-07 13:15:15,Villa Crespo,0.69,14400,normal,domingo,normal
3558,2024-04-07 13:28:31,Palermo,2.65,27500,normal,domingo,normal
3559,2024-04-07 13:29:53,Chacarita,1.39,10500,normal,domingo,normal
3560,2024-04-07 13:30:21,Colegiales,1.83,21400,normal,domingo,normal
3561,2024-04-07 13:36:23,Caballito,1.88,23500,normal,domingo,normal
3562,2024-04-07 13:51:34,Villa Crespo,0.83,10600,normal,domingo,normal
3563,2024-04-07 13:56:21,Villa Crespo,0.3,17800,normal,domingo,normal
3564,2024-04-07 13:57:17,Almagro,0.3,19200,normal,domingo,normal
3565,2024-04-07 14:07:13,Once,1.65,18000,normal,domingo,express
3566,2024-04-07 14:09:15,Caballito,2.06,26900,normal,domingo,normal
3567,2024-04-07 14:13:55,Villa Crespo,0.89,24100,normal,domingo,normal
3568,2024-04-07 14:15:50,Once,1.41,16400,normal,domingo,express
3569,2024-04-07 14:17:10,Almagro,0.73,13300,normal,domingo,normal
3570,2024-04-07 14:22:29,Parque Centenario,1.74,19400,normal,domingo,normal
3571,2024-04-07 14:24:15,Almagro,0.5,17400,normal,domingo,normal
3572,2024-04-07 14:32:32,Almagro,0.35,17500,normal,domingo,normal
3573,2024-04-07 14:47:39,Colegiales,1.77,21100,normal,domingo,express
3574,2024-04-07 15:04:43,Paternal,1.51,17700,normal,domingo,express
3575,2024-04-07 15:35:45,Paternal,0.91,13200,normal,domingo,normal
3576,2024-04-07 17:04:03,Colegiales,1.66,7000,normal,domingo,normal
3577,2024-04-07 17:04:45,Palermo,2.14,7100,normal,domingo,normal
3578,2024-04-07 17:08:21,Villa Crespo,0.3,13000,normal,domingo,normal
3579,2024-04-07 17:51:09,Palermo,2.6,24000,normal,domingo,normal
3580,2024-04-07 18:09:21,Chacarita,1.85,20100,normal,domingo,normal
3581,2024-04-07 18:32:27,Chacarita,1.27,11600,normal,domingo,express
3582,2024-04-07 18:34:10,Parque Centenario,1.91,12400,normal,domingo,normal
3583,2024-04-07 18:40:01,Almagro,0.65,13800,normal,domingo,normal
3584,2024-04-07 18:56:35,Villa Crespo,0.3,17800,normal,domingo,normal
3585,2024-04-07 19:12:06,Villa Crespo,0.86,12300,normal,domingo,normal
3586,2024-04-07 19:14:52,Palermo,2.3,17500,normal,domingo,normal
3587,2024-04-07 19:18:08,Villa Crespo,1.17,23700,normal,domingo,normal
3588,2024-04-07 19:19:50,Villa Crespo,0.34,13300,normal,domingo,normal
3589,2024-04-07 19:20:50,Villa Ortuzar,1.56,20600,normal,domingo,normal
3590,2024-04-07 19:38:35,Villa Crespo,0.3,10100,normal,domingo,normal
3591,2024-04-07 19:39:50,Chacarita,1.46,18600,normal,domingo,normal
3592,2024-04-07 19:46:03,Villa Crespo,0.3,8800,normal,domingo,express
3593,2024-04-07 19:48:20,Colegiales,1.72,20300,normal,domingo,normal
3594,2024-04-07 19:52:29,Once,1.28,14300,normal,domingo,normal
3595,2024-04-07 19:55:01,Colegiales,1.63,16000,normal,domingo,express
3596,2024-04-07 20:07:58,Colegiales,1.48,21400,normal,domingo,normal
3597,2024-04-07 20:40:44,Almagro,0.88,26800,normal,domingo,normal
3598,2024-04-07 20:44:10,Villa Crespo,0.62,24500,normal,domingo,normal
3599,2024-04-07 20:52:44,Parque Centenario,1.22,8600,normal,domingo,normal
3600,2024-04-07 20:54:12,Almagro,0.47,12000,normal,domingo,normal
3601,2024-04-07 20:54:21,Palermo,2.12,9800,normal,domingo,normal
3602,2024-04-07 21:00:10,Paternal,1.4,15700,normal,domingo,normal
3603,2024-04-07 21:00:17,Almagro,0.74,12700,normal,domingo,normal
3604,2024-04-07 21:06:09,Palermo,2.2,27000,normal,domingo,normal
3605,2024-04-07 21:11:44,Almagro,1.05,16600,normal,domingo,normal
3606,2024-04-07 21:32:51,Caballito,1.7,22500,normal,domingo,normal
3607,2024-04-07 21:34:27,Palermo,2.4,13400,normal,domingo,normal
3608,2024-04-07 21:38:39,Almagro,0.99,10700,normal,domingo,normal
3609,2024-04-07 21:40:00,Villa Crespo,0.31,32000,normal,domingo,express
3610,2024-04-07 21:41:15,Almagro,0.95,25800,normal,domingo,normal
3611,2024-04-07 21:45:25,Caballito,2.51,22300,normal,domingo,normal
3612,2024-04-07 21:49:45,Almagro,0.85,17200,normal,domingo,normal
3613,2024-04-07 21:51:59,Palermo,2.13,19700,normal,domingo,normal
3614,2024-04-07 22:07:52,Almagro,0.35,15100,normal,domingo,normal
3615,2024-04-07 22:10:37,Caballito,2.27,13200,normal,domingo,normal
3616,2024-04-07 22:11:48,Palermo,2.25,18500,normal,domingo,express
3617,2024-04-07 22:15:59,Paternal,1.45,8100,normal,domingo,normal
3618,2024-04-07 22:21:01,Villa Ortuzar,1.68,18200,normal,domingo,normal
3619,2024-04-07 22:21:46,Parque Centenario,1.26,13000,normal,domingo,normal
3620,2024-04-07 22:22:56,Caballito,1.76,26400,normal,domingo,normal
3621,2024-04-07 22:26:04,Chacarita,1.0,15200,normal,domingo,express
3622,2024-04-07 22:27:46,Caballito,2.44,13900,normal,domingo,normal
3623,2024-04-07 22:28:58,Palermo,2.6,11600,normal,domingo,express
3624,2024-04-07 22:43:04,Palermo,2.13,11600,normal,domingo,normal
3625,2024-04-07 22:45:29,Palermo,1.84,15200,normal,domingo,normal
3626,2024-04-07 22:50:06,Once,1.56,7000,normal,domingo,normal
3627,2024-04-07 22:54:27,Villa Crespo,0.74,14300,normal,domingo,normal
3628,2024-04-07 22:59:37,Chacarita,1.17,27000,normal,domingo,normal
3629,2024-04-07 23:03:42,Almagro,0.76,13400,normal,domingo,normal
3630,2024-04-07 23:04:16,Villa Crespo,0.87,17900,normal,domingo,normal
3631,2024-04-07 23:08:33,Palermo,1.87,10900,normal,domingo,normal
3632,2024-04-07 23:14:29,Villa Ortuzar,1.53,32000,normal,domingo,normal
3633,2024-04-07 23:18:09,Caballito,2.04,7900,normal,domingo,normal
3634,2024-04-07 23:24:54,Palermo,1.87,17600,normal,domingo,express
3635,2024-04-07 23:28:06,Once,1.82,18700,normal,domingo,normal
3636,2024-04-07 23:40:21,Once,1.44,19000,normal,domingo,normal
3637,2024-04-07 23:44:58,Once,1.53,13000,normal,domingo,normal
3638,2024-04-07 23:55:27,Villa Crespo,0.3,7300,normal,domingo,normal
3639,2024-04-07 23:56:57,Almagro,0.91,16400,normal,domingo,normal
3640,2024-04-08 00:23:31,Palermo,1.92,18900,lluvia,lunes,express
3641,2024-04-08 00:29:00,Caballito,2.09,11400,lluvia,lunes,normal
3642,2024-04-08 00:30:19,Villa Ortuzar,1.69,12900,lluvia,lunes,express
3643,2024-04-08 00:35:44,Caballito,1.91,12600,lluvia,lunes,normal
3644,2024-04-08 00:39:42,Palermo,1.84,10400,lluvia,lunes,normal
3645,2024-04-08 01:06:20,Almagro,1.02,19500,lluvia,lunes,normal
3646,2024-04-08 01:10:17,Villa Crespo,0.43,14500,lluvia,lunes,express
